adrCleost,adresse,codePostal,ville,Statut,anneePubli,Domaine,Titre Article,Titre Journal,doi
218251270P3,"USC INRA 2018, Microbes Intestine Inflammat & Susceptibil Host, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Definition of therapeutic response criteria using MRI in Crohn's disease patients treated with anti-TNF therapy: a multicenter prospective study (the IRMA study),J CROHN COL,
218251270P4,"Univ Hosp Estaing, Dept Radiol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Definition of therapeutic response criteria using MRI in Crohn's disease patients treated with anti-TNF therapy: a multicenter prospective study (the IRMA study),J CROHN COL,
218254921P1,"Ctr Jean Perrin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Clinicopathological Characteristics of 815 Ductal Carcinoma In Situ (DCIS) from the BONBIS Trial - Focus on the HER2 Positive Group,MOD PATHOL,
218259649P2,"Univ Blaise Pascal, Math Lab, UMR CNRS 6620, Ave Landais, F-63177 Aubiere, France",63177,AUBIERE,C,2017,SMV,FROM A KAC-LIKE PARTICLE SYSTEM TO THE LANDAU EQUATION FOR HARD POTENTIALS AND MAXWELL MOLECULES,ANN SCI EC,
218265464P4,"CHU Clermont Ferrand, Cardiol Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Influence of platform design of six different drug-eluting stents in provisional coronary bifurcation stenting by rePOT sequence: a comparative bench analysis,EUROINTERVE,
218266642P1,"Univ Blaise Pascal, CNRS, Aubiere, France",,AUBIERE,C,2017,SMV,PREFACE,ANTI-CANCER,
218277696P59,"Univ Blaise Pascal, Univ Clermont Auvergne, Phys Corpusculaire Lab, CNRS,IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Measurements of the production cross section of a Z boson in association with jets in pp collisions at root s=13 TeV with the ATLAS detector,EUR PHY J C,
218281109P84,"Univ Blaise Pascal, Clermont Univ, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Energy dependence of forward-rapidity J/psi and psi (2S) production in pp collisions at the LHC,EUR PHY J C,
218281738P62,"Univ Clermont Auvergne, CNRS IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Search for new phenomena in a lepton plus high jet multiplicity final state the ATLAS experiment using root S=13 TeV proton-proton collision data,J HIGH EN P,
218282107P62,"Univ Clermont Auvergne, CNRS, LPC, IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Measurements of integrated and differential cross sections for isolated photon pair production in pp collisions at root s=8 TeV with the ATLAS detector,PHYS REV D,
218282765P6,"Lab Meteorol Phys, 4 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,NC,2017,SMV,"Data Descriptor: Collocated observations of cloud condensation nuclei, particle size distributions, and chemical composition",SCI DATA,
218283460P1,"Univ Clermont Auvergne, Lab Microorganismes Genome & Environm, CNRS, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Mesotrione Herbicide: Efficiency, Effects, and Fate in the Environment after 15 Years of Agricultural Use",CLEAN-SOIL,
218283460P2,"Univ Clermont Auvergne, Inst Chim Clermont Ferrand, CNRS, SIGMA Clermont, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Mesotrione Herbicide: Efficiency, Effects, and Fate in the Environment after 15 Years of Agricultural Use",CLEAN-SOIL,
218283460P3,"INRA, UMR Genet Diversite & Ecophysiol Cereales 1095, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,"Mesotrione Herbicide: Efficiency, Effects, and Fate in the Environment after 15 Years of Agricultural Use",CLEAN-SOIL,
218284721P1,"CHU Clermont Ferrand, Hop Gabriel Montpied, Serv Radiol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"CT patterns of acute type A aortic arch dissection: longer, higher, more anterior",BR J RADIOL,
218284721P2,"CHU Clermont Ferrand, Hop Gabriel Montpied, Serv Chirurg Cardiovasc, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"CT patterns of acute type A aortic arch dissection: longer, higher, more anterior",BR J RADIOL,
218284721P3,"Univ Auvergne, Inst Pascal, IGT, UMR CNRS 6602, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"CT patterns of acute type A aortic arch dissection: longer, higher, more anterior",BR J RADIOL,
218284721P4,"CHU Clermont Ferrand, Hop Gabriel Montpied, Serv Biostat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"CT patterns of acute type A aortic arch dissection: longer, higher, more anterior",BR J RADIOL,
218285279P10,"Univ Blaise Pascal, Clermont Univ, CNRS, IN2P3,Lab Phys Corpusculaire, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,SCALA: In situ calibration for integral field spectrographs,ASTRON ASTR,
218286137P4,"Univ Clermont Auvergne, Lab Microorganismes Genome & Environm, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,The role of microsporidian polar tube protein 4 (PTP4) in host cell infection,PLOS PATHOG,
218286137P5,"CNRS, UMR 6023, LMGE, Aubiere, France",,AUBIERE,C,2017,SMV,The role of microsporidian polar tube protein 4 (PTP4) in host cell infection,PLOS PATHOG,
218286997P61,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Search for direct top squark pair production in events with a Higgs or Z boson, and missing transverse momentum in root s=13 TeV pp collisions with the ATLAS detector",J HIGH EN P,
218287676P6,"Univ Blaise Pascal, CNRS IRD OPGC, Lab Magmas & Volcans, Campus Univ Cezeaux,6 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,Redox preconditioning deep cratonic lithosphere for kimberlite genesis - evidence from the central Slave Craton,SCI REP,
218290883P24,"Univ Blaise Pascal, Clermont Univ, Lab Phys Corpusculaire, CNRS,IN2P3, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,"Sperm whale long-range echolocation sounds revealed by ANTARES, a deep-sea neutrino telescope",SCI REP,
218291526P2,"Univ Clermont Auvergne, MEDS, INRA, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,The NAG Sensor NagC Regulates LEE Gene Expression and Contributes to Gut Colonization by Escherichia coli O157:H7,FRON CEL IN,
218292989P1,"Univ Clermont Auvergne, CNRS, IN2P3, Lab Phys Clermont, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Selective mitochondrial DNA degradation following double-strand breaks,PLOS ONE,
218293549P3,"Univ Blaise Pascal, Lab Magmas & Volcans, CNRS UMR 6524, IRDR 163, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Characteristics of puffing activity revealed by ground-based, thermal infrared imaging: the example of Stromboli Volcano (Italy)",B VOLCANOL,
218295276P1,"CHU Clermont Ferrand, Lab Bacteriol Clin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,MCR-1 and OXA-48 In Vivo Acquisition in KPC-Producing Escherichia coli after Colistin Treatment,ANTIM AG CH,
218295276P2,"Ctr Natl Reference Resistance Antibiot, Lab Associe, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,MCR-1 and OXA-48 In Vivo Acquisition in KPC-Producing Escherichia coli after Colistin Treatment,ANTIM AG CH,
218295276P3,"Univ Clermont Auvergne, UMR INSERM 1071, USC INRA2018, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,MCR-1 and OXA-48 In Vivo Acquisition in KPC-Producing Escherichia coli after Colistin Treatment,ANTIM AG CH,
218296549P1,"Univ Clermont Auvergne, CNRS,WittyFit, LaPSCo,Univ Hosp Clermont Ferrand,Occupat & Preve, Physiol & Psychosocial Stress,CHU Clermont Ferran, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,At-risk and intervention thresholds of occupational stress using a visual analogue scale,PLOS ONE,
218296549P3,"CHU Clermont Ferrand, Univ Hosp Clermont Ferrand, Clin Res & Innovat Direct, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,At-risk and intervention thresholds of occupational stress using a visual analogue scale,PLOS ONE,
218296549P4,"CHU Clermont Ferrand, Univ Hosp Clermont Ferrand, Emergency Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,At-risk and intervention thresholds of occupational stress using a visual analogue scale,PLOS ONE,
218297498P55,"Univ Blaise Pascal, Univ Clermont Auvergne, Lab Phys Corpusculaire, CNRS,IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Measurement of (WW +/-)-W-+/- vector-boson scattering and limits on anomalous quartic gauge couplings with the ATLAS detector,PHYS REV D,
218297657P29,"Univ Blaise Pascal, Clermont Univ, Lab Phys Corpusculaire, CNRS,IN2P3, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,An Algorithm for the Reconstruction of Neutrino-induced Showers in the ANTARES Neutrino Telescope,ASTRONOM J,
218299529P61,"Univ Clermont Auvergne, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Studies of Z gamma production in association with a high-mass dijet system in pp collisions at root s=8 TeV with the ATLAS detector,J HIGH EN P,
218300143P5,"Clermont Univ, Univ Blaise Pascal, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Search for massive long-lived particles decaying semileptonically in the LHCb detector,EUR PHY J C,
218301255P2,"Univ Clermont Auvergne, INRA, UMRF, F-15000 Aurillac, France",15000,AURILLAC,C,2017,SMV,Effect of dietary nucleosides and yeast extracts on composition and metabolic activity of infant gut microbiota in PolyFermS colonic fermentation models,FEMS MIC EC,
218301911P3,"Univ Clermont Auvergne, CNRS, INSERM, GReD Genet Reprod & Dev, Aubiere, France",,AUBIERE,C,2017,SMV,Editorial: ACTH Action in the Adrenal Cortex: From Molecular Biology to Pathophysiology,FRONT ENDOC,
218302110P1,"Univ Blaise Pascal, Lab Math, 3 Pl Vasarely, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,A ruin theoretic design approach for wireless cellular network sharing with facilities,T EMER TELE,
218302996P3,"Univ Clermont Ferrand 2, Fac Med, INSERM, GReD,CNRS,UMR6293,U1103, 28 Pl Henri Dunant, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,C,2017,SMV,Measurement of Telomere Length in Colorectal Cancers for Improved Molecular Diagnosis,INT J MOL S,
218303408P1,"Univ Clermont Auvergne, CNRS, Inst Pascal, 4 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,Optical valley Hall effect based on transitional metal dichalcogenide cavity polaritons,PHYS REV B,
218304164P2,"Univ Clermont Auvergne, EA NPsy Sydo, Univ Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SHS,What's New in Addiction Prevention in Young People: A Literature Review of the Last Years of Research,FRONT PSYCH,
218304164P3,"CHU Clermont Ferrand, Pole Psychiat B, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SHS,What's New in Addiction Prevention in Young People: A Literature Review of the Last Years of Research,FRONT PSYCH,
218304164P4,"Univ Clermont Auvergne, CNRS, SIGMA, Inst Pascal,UMR 6602,TGI PEPRADE,ESPE Clermont Au, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SHS,What's New in Addiction Prevention in Young People: A Literature Review of the Last Years of Research,FRONT PSYCH,
218304477P5,"Clermont Univ, Univ Blaise Pascal, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Study of J/psi Production in Jets,PHYS REV L,
218305999P55,"Univ Clermont Ferrand 2, Phys Corpusculaire Lab, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Measurement of the ZZ production cross section in proton-proton collisions at root s=8 TeV using the ZZ -> l(-) l(+) l '(-) l '(+) and ZZ -> l(-) l(+) nu(nu)over-bar decay channels with the ATLAS detector,J HIGH EN P,
218305999P56,"Univ Blaise Pascal, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Measurement of the ZZ production cross section in proton-proton collisions at root s=8 TeV using the ZZ -> l(-) l(+) l '(-) l '(+) and ZZ -> l(-) l(+) nu(nu)over-bar decay channels with the ATLAS detector,J HIGH EN P,
218305999P57,"CNRS, IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Measurement of the ZZ production cross section in proton-proton collisions at root s=8 TeV using the ZZ -> l(-) l(+) l '(-) l '(+) and ZZ -> l(-) l(+) nu(nu)over-bar decay channels with the ATLAS detector,J HIGH EN P,
218308137P1,"Univ Clermont Auvergne, Genet Reprod & Dev, BP 38, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,C,2017,SMV,Liver X receptors constrain tumor development and metastasis dissemination in PTEN-deficient prostate cancer,NAT COMMUN,
218308137P2,"CNRS, Genet Reprod & Dev, UMR 6293, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2017,SMV,Liver X receptors constrain tumor development and metastasis dissemination in PTEN-deficient prostate cancer,NAT COMMUN,
218308137P3,"INSERM, Genet Reprod & Dev, UMR 1103, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2017,SMV,Liver X receptors constrain tumor development and metastasis dissemination in PTEN-deficient prostate cancer,NAT COMMUN,
218308137P4,"Ctr Rech Nutr Humaine Auvergne, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2017,SMV,Liver X receptors constrain tumor development and metastasis dissemination in PTEN-deficient prostate cancer,NAT COMMUN,
218308383P55,"Univ Clermont Auvergne, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Reconstruction of primary vertices at the ATLAS experiment in Run 1 proton-proton collisions at the LHC,EUR PHY J C,
218308815P5,"Univ Blaise Pascal, Clermont Univ, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Observation of B+ -> J/psi 3 pi(+)2 pi(-) and B+ -> psi (2S)pi(+)pi(+)pi(-) decays,EUR PHY J C,
218309970P60,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Measurements of electroweak W j j production and constraints on anomalous gauge couplings with the ATLAS detector,EUR PHY J C,
218310004P11,"Univ Clermont Auvergne, Lab Meteorol Phys LaMP, F-6300 Clermont Ferrand 63000, France",630063000,CLERMONT-FERRAND,C,2017,SMV,Elemental Mixing State of Aerosol Particles Collected in Central Amazonia during GoAmazon2014/15,ATMOSPHERE,
218311095P1,"Univ Clermont Auvergne, CMP B CHU Clermont Ferrand, Clermont Ferrand 1, France",1,CLERMONT-FERRAND,C,2017,SMV - SHS,Assessing the burden of treatment-emergent adverse events associated with atypical antipsychotic medications,BMC PSYCHIA,
218311721P1,"Univ Clermont Auvergne, CHU Clermont Ferrand, Med Pharmacol Unit, UMR INSERM NEURODOL 1107, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Assessment of the effectiveness and safety of ethosuximide in the treatment of abdominal pain related to irritable bowel syndrome - IBSET: protocol of a randomised, parallel, controlled, double-blind and multicentre trial",BMJ OPEN,
218311721P2,"Univ Clermont Auvergne, CHU Clermont Ferrand, DRCI, UMR INSERM NEURODOL 1107, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Assessment of the effectiveness and safety of ethosuximide in the treatment of abdominal pain related to irritable bowel syndrome - IBSET: protocol of a randomised, parallel, controlled, double-blind and multicentre trial",BMJ OPEN,
218311721P3,"Univ Clermont Auvergne, Analgesia Inst, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Assessment of the effectiveness and safety of ethosuximide in the treatment of abdominal pain related to irritable bowel syndrome - IBSET: protocol of a randomised, parallel, controlled, double-blind and multicentre trial",BMJ OPEN,
218311721P4,"Univ Clermont Auvergne, Gastroenterol Unit, CHU Estaing, UMR INSERM NEURODOL 1107, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Assessment of the effectiveness and safety of ethosuximide in the treatment of abdominal pain related to irritable bowel syndrome - IBSET: protocol of a randomised, parallel, controlled, double-blind and multicentre trial",BMJ OPEN,
218311721P5,"Univ Clermont Auvergne, UMR INSERM NEURODOL 1107, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"Assessment of the effectiveness and safety of ethosuximide in the treatment of abdominal pain related to irritable bowel syndrome - IBSET: protocol of a randomised, parallel, controlled, double-blind and multicentre trial",BMJ OPEN,
218311764P5,"Univ Blaise Pascal, LPC, Clermont Univ, CNRS,IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,"chi(c1) and chi(c2) Resonance Parameters with the Decays chi(c1,c2) -> J/psi mu(+)mu(-)",PHYS REV L,
218311796P10,"Univ Blaise Pascal, LPC, CNRS IN2P3, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,Measurement of the direct CP violating charge asymmetry in B-+/- -> mu(+/-)nu D-mu(0) decays,PHYS REV D,
218311849P2,"Univ Clermont Auvergne, INRA, MEDiS UMR454, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,InlL from Listeria monocytogenes Is Involved in Biofilm Formation and Adhesion to Mucin,FRONT MICRO,
218312580P3,"Univ Lyon, Clermont Univ, VetAgro Sup, Herbivores UMR1213,INRA, F-63122 St Genes Champanelle, France",63122,SAINT-GENES-CHAMPANELLE,C,2017,SMV,Plane of nutrition affects the phylogenetic diversity and relative abundance of transcriptionally active methanogens in the bovine rumen,SCI REP,
218312884P1,"Univ Blaise Pascal, Lab Magmas & Volcans, 6 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,"Pahoehoe, 'a'(a)over-bar, and block lava: an illustrated history of the nomenclature",B VOLCANOL,
218313423P1,"Univ Clermont Auvergne, INSERM, Neuro Dol, CHU Clermont Ferrand,Serv Neurol Clermont Ferrand, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Decreased prevalence of cancer in patients with multiple sclerosis: A case-control study,PLOS ONE,
218313423P2,"CHU Clermont Ferrand, Serv Neurol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Decreased prevalence of cancer in patients with multiple sclerosis: A case-control study,PLOS ONE,
218313423P3,"CHU Clermont Ferrand, Delegat Rech Clin & Innovat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Decreased prevalence of cancer in patients with multiple sclerosis: A case-control study,PLOS ONE,
218313423P6,"Univ Clermont Auvergne, CNRS, CHU Clermont Ferrand,WittyFit,LaPSCo, Stress Physiol & Psychosocial,Serv Sante Travail, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Decreased prevalence of cancer in patients with multiple sclerosis: A case-control study,PLOS ONE,
218314152P1,"Univ Clermont Auvergne, CNRS, Inst Pascal, PHOTON N2, 4 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,Quantum valley Hall effect and perfect valley filter based on photonic analogs of transitional metal dichalcogenides,PHYS REV B,
218314786P13,"IN2P3, LPC, Campus Cezeaux 24,Ave Landais BP 80026, F-63171 Aubiere, France",63171,AUBIERE,NC,2017,SMV,Intrinsic limits on resolutions in muon- and electron-neutrino charged-current events in the KM3NeT/ORCA detector,J HIGH EN P,
218315575P1,"CHU Clermont Ferrand, Bacteriol Lab, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Inventory of Extended-Spectrum beta-Lactamase-Producing Enterobacteriaceae in France as Assessed by a Multicenter Study,ANTIM AG CH,
218315575P2,"CNR Resistance Antibiot, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Inventory of Extended-Spectrum beta-Lactamase-Producing Enterobacteriaceae in France as Assessed by a Multicenter Study,ANTIM AG CH,
218315575P3,"Univ Auvergne, UMR INSERM 1071, Usc INRA2018, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Inventory of Extended-Spectrum beta-Lactamase-Producing Enterobacteriaceae in France as Assessed by a Multicenter Study,ANTIM AG CH,
218315800P1,"Univ Lyon, Clermont Univ, Inst Natl Rech Agron, VetAgro Sup,Herbivores UMR1213, St Genes Champanelle, France",,SAINT-GENES-CHAMPANELLE,C,2017,SMV,The Structural and Functional Capacity of Ruminal and Cecal Microbiota in Growing Cattle Was Unaffected by Dietary Supplementation of Linseed Oil and Nitrate,FRONT MICRO,
218317509P5,"Univ Blaise Pascal, Clermont Univ, LPC, CNRS,IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Observation of B-c(+) -> (DK+)-K-0 Decays,PHYS REV L,
218318236P50,"CHU Clermont Ferrand, Serv Rhumatol, INRA, UMR1019,UNH,CRNH Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Shared genetic predisposition in rheumatoid arthritis-interstitial lung disease and familial pulmonary fibrosis,EUR RESP J,
218318582P3,"Univ Clermont Auvergne, Univ Blaise Pascal, CNRS, Inst Pascal, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Atomic layer deposition of HfO2 for integration into three-dimensional metal-insulator-metal devices,APPL PHYS A,
218319521P1,"Univ Auvergne, Clermont Univ, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Different processing of meningeal and cutaneous pain information in the spinal trigeminal nucleus caudalis,CEPHALALGIA,10.1177/0333102416673204
218319521P2,"Clermont Ferrand Univ Hosp, Dept Odontol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Different processing of meningeal and cutaneous pain information in the spinal trigeminal nucleus caudalis,CEPHALALGIA,10.1177/0333102416673204
218320163P3,"CHU Clermont Ferrand, Serv Therapie Cellulaire & Hematol Clin Adulte, 1 Pl Lucie Aubrac, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2017,SMV,Back to the future,B CANCER,10.1016/j.bulcan.2017.08.001
218329663P1,"Univ Blaise Pascal, CNRS UMR 6158, LIMOS, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,The complexity of tropical graph homomorphisms,DISCR APP M,10.1016/j.dam.2017.04.027
218330407P4,"Univ Blaise Pascal, CNRS IRD, OPGC, Lab Magmas & Volcans, 5 Rue Kessler, F-63038 Clermont Ferrand, France",63038,CLERMONT-FERRAND,C,2017,SMV,Shallow system rejuvenation and magma discharge trends at Piton de la Fournaise volcano (La Reunion Island),EARTH PLAN,10.1016/j.epsl.2017.01.024
218331531P1,"Ctr Hosp Univ Gabriel Montpied, Radiol Serv, 58 Rue Montalembert, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Looking for a lost subdermal contraceptive implant? Think about the pulmonary artery,CONTRACEPT,10.1016/j.contraception.2016.11.004
218331531P2,"Ctr Hosp Univ Gabriel Montpied, Gynecol Serv, 58 Rue Montalembert, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,Looking for a lost subdermal contraceptive implant? Think about the pulmonary artery,CONTRACEPT,10.1016/j.contraception.2016.11.004
218331731P2,"Univ Hosp Clermont Ferrand CHU, Prevent & Occupat Med, 58 Rue Montalembert, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Creatine Supplementation and Upper Limb Strength Performance: A Systematic Review and Meta-Analysis,SPORT MED,10.1007/s40279-016-0571-4
218331731P3,"LAPSCO, CNRS, UMR 6024, Physiol & Psychosocial Stress, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Creatine Supplementation and Upper Limb Strength Performance: A Systematic Review and Meta-Analysis,SPORT MED,10.1007/s40279-016-0571-4
218331731P4,"Univ Hosp Clermont Ferrand CHU, Clin Res & Innovat Direct, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Creatine Supplementation and Upper Limb Strength Performance: A Systematic Review and Meta-Analysis,SPORT MED,10.1007/s40279-016-0571-4
218331731P7,"Univ Clermont Auvergne, Lab Metab Adaptat Exercise Physiol & Pathol Condi, EA3533, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV,Creatine Supplementation and Upper Limb Strength Performance: A Systematic Review and Meta-Analysis,SPORT MED,10.1007/s40279-016-0571-4
218331731P8,"CRNH Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2017,SMV,Creatine Supplementation and Upper Limb Strength Performance: A Systematic Review and Meta-Analysis,SPORT MED,10.1007/s40279-016-0571-4
218332645P1,"CNRS, UMR 6293, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2017,SMV,An annotated list of bivalent chromatin regions in human ES cells: a new tool for cancer epigenetic research,ONCOTARGET,10.18632/oncotarget.13746
218332645P2,"INSERM, U1103, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2017,SMV,An annotated list of bivalent chromatin regions in human ES cells: a new tool for cancer epigenetic research,ONCOTARGET,10.18632/oncotarget.13746
218332645P3,"Univ Clermont Auvergne, GReD Lab, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2017,SMV,An annotated list of bivalent chromatin regions in human ES cells: a new tool for cancer epigenetic research,ONCOTARGET,10.18632/oncotarget.13746
218332841P1,"Univ Clermont Auvergne, UFR Pharm, MEDIS, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,C,2017,SMV,Atomization of denatured whey proteins as a novel and simple way to improve oral drug delivery system properties,INT J BIO M,10.1016/j.ijbiomac.2017.07.114
218333252P1,"Univ Clermont Auvergne, CNRS, IRD, OPGC,Lab Magmas & Volcans, Campus Univ Cezeaux,6 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2017,SMV,"Emplacement and transformations of volcanic debris avalanches-A case study at El Misti volcano, Peru",J VOLCANOL,10.1016/j.jvolgeores.2017.04.009
218335144P1,"Univ Auvergne, Dept Gen Med, Fac Med Clermont Ferrand, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV - SHS,French women's representations and experiences of the post-treatment management of breast cancer and their perception of the general practitioner's role in follow-up care: A qualitative study,HEALTH EXPE,10.1111/hex.12518
218335144P2,"Univ Auvergne, EA NPsy Sydo 7280, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV - SHS,French women's representations and experiences of the post-treatment management of breast cancer and their perception of the general practitioner's role in follow-up care: A qualitative study,HEALTH EXPE,10.1111/hex.12518
218335144P3,"Blaise Pascal Univ, Maison Sci Homme, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV - SHS,French women's representations and experiences of the post-treatment management of breast cancer and their perception of the general practitioner's role in follow-up care: A qualitative study,HEALTH EXPE,10.1111/hex.12518
218335144P4,"Univ Auvergne, Clermont Ferrand Hop Estaing, Univ Hosp,Serv Chirurg Digest, Inserm,U1071,Unite Oncol,UMR Unite, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV - SHS,French women's representations and experiences of the post-treatment management of breast cancer and their perception of the general practitioner's role in follow-up care: A qualitative study,HEALTH EXPE,10.1111/hex.12518
218335144P5,"Univ Auvergne, Clermont Univ, PEPRADE Perinatal Grossesse Environm PRAT Med & D, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2017,SMV - SHS,French women's representations and experiences of the post-treatment management of breast cancer and their perception of the general practitioner's role in follow-up care: A qualitative study,HEALTH EXPE,10.1111/hex.12518
