adrCleost,adresse,codePostal,ville,Statut,anneePubli,Domaine,Titre Article,Titre Journal,doi
222272356P6,"Clermont Ferrand Univ Hosp, G Montpied Hosp, Dept Sport Med & Funct Explorat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Employees' adherence to worksite physical activity programs: Profiles of compliers versus non-compliers,WORK,10.3233/WOR-182745
222274297P1,"Univ Clermont Auvergne, CNRS, LAPSCO, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Not as bad as it seems: When the presence of a threatening humanoid robot improves human performance,SCI ROBOT,10.1126/scirobotics.aat5843
222274297P4,"Univ Clermont Auvergne, CNRS, LIMOS, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Not as bad as it seems: When the presence of a threatening humanoid robot improves human performance,SCI ROBOT,10.1126/scirobotics.aat5843
222275628P1,"CHU Clermont Ferrand, Hop Gabriel Montpied, Serv Cardiol, 58 Rue Montalembert, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2018,SMV,Coronary Artery Fenestration,JACC-CARD I,10.1016/j.jcin.2018.06.032
222277774P1,"Univ Clermont Auvergne, CNRS, INSERM, Lab Genet Reprod & Dev,GReD,U1103,UMR 6293, 28 Pl Henri Dunant, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Crosstalk between BPA and FXR alpha Signaling Pathways Lead to Alterations of Undifferentiated Germ Cell Homeostasis and Male Fertility Disorders,STE CELL RE,10.1016/j.stemcr.2018.08.018
222278402P1,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, Inst Pascal, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Design of experiments for bio-based composites with lignosulfonates matrix and corn cob fibers,IND CROP PR,10.1016/j.indcrop.2018.07.019
222278402P2,"Univ Clermont Auvergne, INRA, PIAF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Design of experiments for bio-based composites with lignosulfonates matrix and corn cob fibers,IND CROP PR,10.1016/j.indcrop.2018.07.019
222279422P4,"Univ Clermont Auvergne, CNRS, Lab Magmas & Volcans, Campus Univ Cezeaux, Aubiere, France",,AUBIERE,C,2018,SMV,Tracing the Impact of Coastal Water Geochemistry on the Re-Os Systematics of Macroalgae: Insights From the Basaltic Terrain of Iceland,J GEO RES-B,10.1029/2018JG004492
222279569P2,"Univ Clermont Auvergne, GReD, INSERM, U1103,CNRS,UMR6293, 28 Pl Henri Dunant, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Drosophila Hsp67Bc hot-spot variants alter muscle structure and function,CELL MOL L,10.1007/s00018-018-2875-z
222280294P2,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, Inst Pascal, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Thermoelastic Couplings and Interparticle Friction Evidenced by Infrared Thermography in Granular Materials,EXP MECH,10.1007/s11340-018-0430-3
222280303P3,"Univ Clermont Auvergne, Mines St Etienne, CNRS, Ctr CIS,LIMOS,UMR 6158, F-42023 St Etienne, France",42023,SAINT-ETIENNE,C,2018,SMV,Physician Staffing for Emergency Departments with Time-Varying Demand,INFORMS J C,10.1287/ijoc.2017.0799
222281531P1,"Hop Estaing, Serv Genet Med, Ctr Competence Neuropathies Cause Rare, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Secondary Bone Defect in Neuromuscular Diseases in Childhood: A Longitudinal 'Muscle- Bone Unit' Analysis,NEUROPEDIAT,10.1055/s-0038-1666846
222281531P2,"Hop Estaing, Serv Genet Med, Ctr Competence Pathol Neuromusculaires, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Secondary Bone Defect in Neuromuscular Diseases in Childhood: A Longitudinal 'Muscle- Bone Unit' Analysis,NEUROPEDIAT,10.1055/s-0038-1666846
222281531P3,"Univ Clermont Auvergne, Lab Adaptat Metab Exercice Condit Physiol & Patho, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Secondary Bone Defect in Neuromuscular Diseases in Childhood: A Longitudinal 'Muscle- Bone Unit' Analysis,NEUROPEDIAT,10.1055/s-0038-1666846
222281531P4,"CRNH Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Secondary Bone Defect in Neuromuscular Diseases in Childhood: A Longitudinal 'Muscle- Bone Unit' Analysis,NEUROPEDIAT,10.1055/s-0038-1666846
222281531P5,"CHU Clermont Ferrand, Unite CRECHE, INSERM, CIC 1405, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Secondary Bone Defect in Neuromuscular Diseases in Childhood: A Longitudinal 'Muscle- Bone Unit' Analysis,NEUROPEDIAT,10.1055/s-0038-1666846
222281531P6,"CHU Clermont Ferrand, Unite Biostat DRCI, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Secondary Bone Defect in Neuromuscular Diseases in Childhood: A Longitudinal 'Muscle- Bone Unit' Analysis,NEUROPEDIAT,10.1055/s-0038-1666846
222282857P1,"Univ Clermont Auvergne, CNRS, LMGE, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Assessment of blood enterovirus PCR testing in paediatric populations with fever without source, sepsis-like disease, or suspected meningitis: a prospective, multicentre, observational cohort study",LANCET IN D,10.1016/S1473-3099(18)30479-1
222282857P2,"Ctr Hosp Univ CHU Clermont Ferrand, Lab Virol, Ctr Natl Reference Enterovirus Parechovirus, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Assessment of blood enterovirus PCR testing in paediatric populations with fever without source, sepsis-like disease, or suspected meningitis: a prospective, multicentre, observational cohort study",LANCET IN D,10.1016/S1473-3099(18)30479-1
222282857P3,"Serv Pediat, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,"Assessment of blood enterovirus PCR testing in paediatric populations with fever without source, sepsis-like disease, or suspected meningitis: a prospective, multicentre, observational cohort study",LANCET IN D,10.1016/S1473-3099(18)30479-1
222282857P4,"Data Management, Delegat Rech Clin & Innovat, Methodol, Biostat, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,"Assessment of blood enterovirus PCR testing in paediatric populations with fever without source, sepsis-like disease, or suspected meningitis: a prospective, multicentre, observational cohort study",LANCET IN D,10.1016/S1473-3099(18)30479-1
222283498P1,"Univ Clermont Auvergne, INSERM, Neuro Dol, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,5-HT2A Receptor-Induced Morphological Reorganization of PKC gamma-Expressing Interneurons Gates Inflammatory Mechanical Allodynia in Rat,J NEUROSC,10.1523/JNEUROSCI.1294-18.2018
222283498P2,"CHU Clermont Ferrand, Serv Odontol, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,5-HT2A Receptor-Induced Morphological Reorganization of PKC gamma-Expressing Interneurons Gates Inflammatory Mechanical Allodynia in Rat,J NEUROSC,10.1523/JNEUROSCI.1294-18.2018
222284656P1,"INRA, UCA, GDEC, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Phenomic Selection Is a Low-Cost and High-Throughput Method Based on Indirect Predictions: Proof of Concept on Wheat and Poplar,G3-GENE GEN,10.1534/g3.118.200760
222291622P8,"Clermont Ferrand Univ Hosp, Dept Hematol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Better Outcome in Children Compared to AYAs and Young Adults after Allogeneic HSCT for AML: A Multicenter Retrospective Study from the Societe Francophone De Greffe De Moelle Et De Therapie Cellulaire (SFGM -TC),BLOOD,10.1182/blood-2018-99-110209
222297647P1,"Univ Clermont Auvergnel, Lab Math Blaise Pascal, UMR CNRS, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Classical p-adic Nevanlinna theory and Nevalinna Theory out of a hole,CONTEM MATH,10.1090/conm/704/14166
222301911P2,"Univ Clermont Auvergne, INRA, UNH, CRNH Auvergne, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Effects of anthocyanins and their gut metabolites on adenosine diphosphate-induced platelet activation and their aggregation with monocytes and neutrophils,ARCH BIOCH,10.1016/j.abb.2018.03.016
222303155P1,"Univ Clermont Auvergne, CHU Clermont Ferrand, Dept Emergency, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Real-life Use of Anticoagulants in Venous Thromboembolism With a Focus on Patients With Exclusion Criteria for Direct Oral Anticoagulants,CLIN PHARM,10.1002/cpt.781
222304548P3,"Univ Blaise Pascal, CNRS, IRD, Lab Magmas & Volcans,OPGC, Aubiere, France",,AUBIERE,C,2018,SMV,Growth Kinetics and Distribution of Trace Elements in Precious Corals,FRO EAR SCI,10.3389/feart.2018.00167
222304869P1,"Univ Clermont Auvergene, CNRS, IRD, OPGC,Lab Magmas & Volcans, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,"The historical basanite - alkali basalt - tholeiite suite at Lanzarote, Canary Islands: Carbonated melts of heterogeneous mantle source?",CHEM GEOL,10.1016/j.chemgeo.2018.07.015
222307288P4,"Univ Jean Monnet St Etienne, Univ Lyon, UMR 6524, Univ Clermont Auvergne,CNRS,Lab Magma & Volcans,I, 23 Rue Dr Paul Michelon, F-42023 St Etienne, France",42023,SAINT-ETIENNE,C,2018,SMV,"O, Mg, and Si isotope distributions in the complex ultrarefractory CAI Efremovka 101.1: Assimilation of ultrarefractory, FUN, and regular CAI precursors",GEOCH COS A,10.1016/j.gca.2018.04.001
222309431P1,"Univ Blaise Pascal, LABEX IMOBS3, LIMOS, CNRS,UMR 6158, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,LOWER AND UPPER BOUNDS FOR THE LINEAR ARRANGEMENT PROBLEM ON INTERVAL GRAPHS,RAIRO-OPER,10.1051/ro/2017011
222309543P2,"Univ Clermont Auvergne, Polytech Clermont Ferrand, Inst Pascal, CNRS, 2 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2018,SMV,Rheological and functional properties of asafoetida gum,INT J BIO M,10.1016/j.ijbiomac.2018.06.177
222313322P9,"Ctr Jean Perrin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Fluctuation of the left ventricular ejection fraction in patients with HER2-positive early breast cancer treated by 12 months of adjuvant trastuzumab,BREAST,10.1016/j.breast.2018.06.001
222317447P7,"Univ Clermont Auvergne, INRA, MEDIS, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Fermented meats (and the symptomatic case of the Flemish food pyramid): Are we heading towards the vilification of a valuable food group?,INT J F MIC,10.1016/j.ijfoodmicro.2018.02.006
222317844P16,"CHU Estaing, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Lenalidomide in Combination with CHOP in Patients with Angioimmunoblastic T-Cell Lymphoma (AITL): Final Analysis of Clinical and Molecular Data of a Phase 2 Lysa Study,BLOOD,10.1182/blood-2018-99-110354
222319944P1,"CHU Clermont Ferrand, Dept Perioperat Med, Intens Care Unit, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Sevoflurane for procedural sedation in critically ill patients: A pharmacokinetic comparative study between burn and non-burn patients,ANA CRIT CA,10.1016/j.accpm.2018.02.001
222319944P2,"Univ Clermont Auvergne, CNRS 6293, GReD, Inserm,U1103, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Sevoflurane for procedural sedation in critically ill patients: A pharmacokinetic comparative study between burn and non-burn patients,ANA CRIT CA,10.1016/j.accpm.2018.02.001
222319944P3,"CHU Clermont Ferrand, Pharm Dept, 58 Rue Montalembert, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2018,SMV,Sevoflurane for procedural sedation in critically ill patients: A pharmacokinetic comparative study between burn and non-burn patients,ANA CRIT CA,10.1016/j.accpm.2018.02.001
222319944P4,"Univ Auvergne, Clermont Univ, EA4676C BIOSENSS, 28 Pl Henri Dunant, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Sevoflurane for procedural sedation in critically ill patients: A pharmacokinetic comparative study between burn and non-burn patients,ANA CRIT CA,10.1016/j.accpm.2018.02.001
222319944P7,"CHU Clermont Ferrand, Gabriel Montpied Hosp, DRCI, Biostat Unit, 58 Rue Montalembert, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2018,SMV,Sevoflurane for procedural sedation in critically ill patients: A pharmacokinetic comparative study between burn and non-burn patients,ANA CRIT CA,10.1016/j.accpm.2018.02.001
222320514P3,"Univ Clermont Auvergne, IRD Lab Magmas & Volcans, CNRS, OPGC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Sr and Nd isotopic compositions of individual olivine-hosted melt inclusions from Hawai'i and Samoa: Implications for the origin of isotopic heterogeneity in melt inclusions from OIB lavas,CHEM GEOL,10.1016/j.chemgeo.2018.07.034
222320712P2,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, Inst Chim Clermont Ferrand, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Exploring the ionic strength effects on the photochemical degradation of pyruvic acid in atmospheric deliquescent aerosol particles,ATMOS ENVIR,10.1016/j.atmosenv.2018.05.016
222323433P61,"Univ Clermont Auvergne, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Observation of H -> b(b)over-bar decays and V H production with the ATLAS detector,PHYS LETT B,10.1016/j.physletb.2018.09.013
222326733P1,"UCA, INRA, UMR 454, MEDIS, 5e CBRV,28 Pl Henri Dunant, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Archaea Microbial Candidates in Next-generation Probiotics Development,J CLIN GAST,10.1097/MCG.0000000000001043
222326743P3,"Univ Clermont Auvergne, Lab Magmas & Volcans, CNRS, IRD,OPGC, F-63300 Clermont Ferrand, France",63300,CLERMONT-FERRAND,C,2018,SMV,Carbonate Transfer during the Onset of Slab Devolatilization: New Insights from Fe and Zn Stable Isotopes,J PETROLOGY,10.1093/petrology/egy057
222327471P2,"AREVA CNRS UCA, Lab Commun Rech, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Surface reactivity of uranium hexafluoride (UF6),C R CHIM,10.1016/j.crci.2018.05.006
222327471P3,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, ICCF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Surface reactivity of uranium hexafluoride (UF6),C R CHIM,10.1016/j.crci.2018.05.006
222328707P1,"Clermont Auvergne Univ, EA 3533, Lab Metab Adaptat Exercise Physiol & Pathol Condi, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Effect of Work-Related Sedentary Time on Overall Health Profile in Active vs. Inactive Office Workers,FRO PUB HEA,
222328707P10,"Clermont Ferrand Univ Hosp, Dept Sport Med & Funct Explorat, G Montpied Hosp, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Effect of Work-Related Sedentary Time on Overall Health Profile in Active vs. Inactive Office Workers,FRO PUB HEA,
222328707P2,"CRNH Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV - SHS,Effect of Work-Related Sedentary Time on Overall Health Profile in Active vs. Inactive Office Workers,FRO PUB HEA,
222328707P3,"INRA, UMR 1019, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV - SHS,Effect of Work-Related Sedentary Time on Overall Health Profile in Active vs. Inactive Office Workers,FRO PUB HEA,
222328707P4,"Univ Clermont 1, UFR Med, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Effect of Work-Related Sedentary Time on Overall Health Profile in Active vs. Inactive Office Workers,FRO PUB HEA,
222328707P7,"Clermont Ferrand Univ Hosp, Biostat Unit DRCI, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Effect of Work-Related Sedentary Time on Overall Health Profile in Active vs. Inactive Office Workers,FRO PUB HEA,
222328707P9,"Univ Hosp CHU G Montpied, Occupat Med, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV - SHS,Effect of Work-Related Sedentary Time on Overall Health Profile in Active vs. Inactive Office Workers,FRO PUB HEA,
222328908P5,"Univ Blaise Pascal, Clermont Univ, CNRS IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Measurement of the CKM angle using B-+/- DK +/- with D -> KS0(+-),(KsK+K-)-K-0 decays (vol 08, 176, 2018)",J HIGH EN P,
222328924P1,"Univ Clermont Auvergne, CNRS, LAPSCO, Physiol & Psychosocial Stress,LABEX ClerVolc, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Influence of uncertainty on framed decision-making with moral dilemma,PLOS ONE,
222328924P6,"Univ Clermont Auvergne, CNRS, IRD, OPGC,Lab Magmas & Volcans,LABEX ClerVolc, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Influence of uncertainty on framed decision-making with moral dilemma,PLOS ONE,
222328924P7,"Univ Clermont Auvergne, CNRS, LAPSCO Stress Physiol & Psychosocial,WittyFit, CHU Clermont Ferrand,Sante Travail Environm, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Influence of uncertainty on framed decision-making with moral dilemma,PLOS ONE,
222329600P2,"Univ Clermont Auvergne, UMR MEDIS UCA INRA 454, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Reliability of a participant-friendly fecal collection method for microbiome analyses: a step towards large sample size investigation,BMC MICROBI,
222330221P1,"INRA, UMR 1019, Human Nutr Unit UNH, F-63122 St Genes Champanelle, France",63122,SAINT-GENES-CHAMPANELLE,NC,2018,SMV,"UBE2E1 Is Preferentially Expressed in the Cytoplasm of Slow-Twitch Fibers and Protects Skeletal Muscles from Exacerbated Atrophy upon Dexamethasone Treatment (vol 7, 214, 2018)",CELLS,
222330945P5,"Univ Blaise Pascal, LPC, Clermont Univ, CNRS,IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Measurement of Z -> tau(+)tau(-) production in proton-proton collisions at root s=8 TeV,J HIGH EN P,
222331843P61,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Search for flavour-changing neutral current top-quark decays t -> qZ in proton-proton collisions at root s=13 TeV with the ATLAS detector,J HIGH EN P,
222332398P3,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, Inst Chim Clermont Ferrand, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Effectiveness of Interventions to Modulate the Rumen Microbiota Composition and Function in Pre-ruminant and Ruminant Lambs,FRONT MICRO,
222332398P4,"Univ Clermont Auvergne, INRA, MetaboHUB Plateforme Explorat Metab, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Effectiveness of Interventions to Modulate the Rumen Microbiota Composition and Function in Pre-ruminant and Ruminant Lambs,FRONT MICRO,
222332498P5,"Clermont Univ, Univ Blaise Pascal, CNRS, IN2P3,LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Measurement of the inelastic pp cross-section at a centre-of-mass energy of 13 TeV,J HIGH EN P,
222333318P8,"Univ Clermont Auvergne, INSERM, UMR1107, NEURO DOL, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Inhibition of somatosensory mechanotransduction by annexin A6,SCI SIGNAL,
222333359P63,"Univ Clermont Auvergne, LPC, IN2P3, CNRS, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Search for the Decay of the Higgs Boson to Charm Quarks with the ATLAS Experiment,PHYS REV L,
222333604P2,"Univ Clermont Auvergne, CNRS, IRD, OPGC,Lab Magmas & Volcans, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,"Exhumation rates in the Gran Paradiso Massif (Western Alps) constrained by in situ U-Th-Pb dating of accessory phases (monazite, allanite and xenotime)",CONTR MIN P,
222333845P1,"Univ Clermont Auvergne, Lab Magmas & Volcans, CNRS, OPGC,IRD, 6 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2018,SMV,Shallow magma diversions during explosive diatreme-forming eruptions,NAT COMMUN,
222334510P1,"Jean Perrin Comprehens Canc Ctr, Dept Thorac & Endocrine Surg, 58 Rue Montalembert, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Left Brachiocephalic Venous Aneurysm: A Rare Clinical Finding,ANN VASC S,
222334510P2,"Univ Clermont Auvergne, Clermont Ferrand Sch Med, Dept Anat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Left Brachiocephalic Venous Aneurysm: A Rare Clinical Finding,ANN VASC S,
222335185P1,"Univ Clermont Auvergne, Radiotherapy Dept, Ctr Jean Perrin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Second course of stereotactic radiosurgery for locally recurrent brain metastases: Safety and efficacy,PLOS ONE,
222335185P2,"Clermont Ferrand Hosp, Neurosurg Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Second course of stereotactic radiosurgery for locally recurrent brain metastases: Safety and efficacy,PLOS ONE,
222335185P3,"Univ Clermont Auvergne, INSERM, U1240 IMoST, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Second course of stereotactic radiosurgery for locally recurrent brain metastases: Safety and efficacy,PLOS ONE,
222335185P4,"Univ Clermont Auvergne, CNRS, Inst Pascal, UMR 6602, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Second course of stereotactic radiosurgery for locally recurrent brain metastases: Safety and efficacy,PLOS ONE,
222335185P5,"Ctr Jean Perrin, Med Phys Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Second course of stereotactic radiosurgery for locally recurrent brain metastases: Safety and efficacy,PLOS ONE,
222335562P1,"CHU Clermont Ferrand, Pole Pharm, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Stability of an ophthalmic formulation of polyhexamethylene biguanide in gamma-sterilized and ethylene oxide sterilized low density polyethylene multidose eyedroppers,PEERJ,
222335562P2,"Univ Clermont Auvergne, CHU Clermont Ferrand, CNRS, ICCF,SIGMA Clermont Ferrand, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Stability of an ophthalmic formulation of polyhexamethylene biguanide in gamma-sterilized and ethylene oxide sterilized low density polyethylene multidose eyedroppers,PEERJ,
222335606P2,"CHU Clermont Ferrand, Serv Cytogenet Med, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Event-free survival of infants and toddlers enrolled in the HR-NBL-1/SIOPEN trial is associated with the level of neuroblastoma mRNAs at diagnosis,PEDIATR B C,
222335606P3,"Univ Clermont Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Event-free survival of infants and toddlers enrolled in the HR-NBL-1/SIOPEN trial is associated with the level of neuroblastoma mRNAs at diagnosis,PEDIATR B C,
222337666P10,"Univ Clermont Auvergne, CHU Clermont Ferrand, Serv Med Phys & Readaptat, INRA,UNH,UMR 1019, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,C,2018,SMV,Effect of unloading brace treatment on pain and function in patients with symptomatic knee osteoarthritis: the ROTOR randomized clinical trial,SCI REP,
222338615P6,"CHU Clermont Ferrand, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Are Nutrition-Related Knowledge and Attitudes Reflected in Lifestyle and Health Among Elderly People? A Study Across Five European Countries,FRON PHYSIO,
222338876P6,"Univ Clermont Auvergne, INRA, PIAF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Repetitive somatic embryogenesis induced cytological and proteomic changes in embryogenic lines of Pseudotsuga menziesii [Mirb.],BMC PLANT B,
222339161P1,"Univ Clermont Auvergne, INRA, PIAF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Both gravistimulation onset and removal trigger an increase of cytoplasmic free calcium in statocytes of roots grown in microgravity,SCI REP,
222339161P5,"Univ Clermont Auvergne, INRA, GDEC, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Both gravistimulation onset and removal trigger an increase of cytoplasmic free calcium in statocytes of roots grown in microgravity,SCI REP,
222340513P3,"Univ Clermont Auvergne, INRA, PIAF, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,An inconvenient truth about xylem resistance to embolism in the model species for refilling Laurus nobilis L.,ANN FOR SCI,
222340820P1,"Univ Clermont Auvergne, CNRS, Inst Pascal, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Plasmonic enhancement of spatial dispersion effects in prism coupler experiments,PHYS REV B,
222341655P8,"Univ Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,C,2018,SMV,Beam-target helicity asymmetry E in K-0 Lambda and K-0 Sigma(0) photoproduction on the neutron,PHYS REV C,
222343376P61,"Univ Clermont Auvergne, Clermont Ferrand France, LPC, CNRS,IN2P3, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Comparison between simulated and observed LHC beam backgrounds in the ATLAS experiment at E-beam=4 TeV,J INSTRUM,
222345957P7,"Univ Clermont Auvergne, Inst Chim Clermont Ferrand, SIGMA Clermont, CNRS, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Microcystis aeruginosa Synergistically Facilitate the Photocatalytic Degradation of Tetracycline Hydrochloride and Cr(VI) on PAN/TiO2/Ag Nanofiber Mats,CATALYSTS,
222350347P1,"Univ Clermont Auvergne, CNRS, LMBP, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,On the Dolbeault-Dirac Operators on Quantum Projective Spaces,J LIE THEOR,
222352740P2,"Univ Clermont Auvergne, INRA, AgroParisTech, Irstea,VetAgro Sup,UMR Terr, F-63170 Aubiere, France",63170,AUBIERE,C,2018,SMV,Transformations of the French meat and dairy product sectors: the role of breeders,INRA PROD A,
222352962P8,"CHU Estaing, Dept Dermatol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"An open-label, non-randomized, phase IIIb study of trametinib in combination with dabrafenib for patients with unresectable (stage III) or distant metastatic (stage IV) BRAF V600-mutant melanoma",ANN ONCOL,
222353262P1,"Univ Jean Monnet, St Etienne IHRIM, UMR 5317, St Etienne, France",,SAINT-ETIENNE,NC,2018,SHS,"'In literature, they have changing sex.' Jean Lorrain and the emancipation of gender categories",ROMANTISME,
222353720P1,"Univ Hosp Estaing, Dept Gastroenterol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Combination therapy with anti-TNF and immunosuppressive therapies is the most effective medication to prevent and treat endoscopic postoperative recurrence in patients with Crohn's disease,J CROHN COL,
222353720P2,"Univ Auvergne, INSERM, UMR 1071, USC INRA Microbes Intestine Inflammat & Susceptib, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Combination therapy with anti-TNF and immunosuppressive therapies is the most effective medication to prevent and treat endoscopic postoperative recurrence in patients with Crohn's disease,J CROHN COL,
